0.00,21.96
1.00,23.18
2.00,24.40
3.00,25.62
4.00,26.84
5.00,28.06
6.00,29.28
7.00,30.50
8.00,31.72
9.00,32.94
10.00,34.16
11.00,35.38
12.00,36.60
13.00,37.82
14.00,39.04
15.00,40.26
16.00,41.48
17.00,42.70
18.00,43.92
19.00,45.14
20.00,46.36
21.00,47.58
22.00,48.80
23.00,50.02
24.00,51.24
25.00,52.46
26.00,53.68
27.00,54.90
28.00,56.12
29.00,57.34
30.00,58.56
31.00,59.78
32.00,61.00
33.00,62.22
34.00,63.44
35.00,64.66
36.00,65.88
37.00,67.10
38.00,68.32
39.00,69.54
40.00,70.76
41.00,71.98
42.00,73.20
43.00,74.42
44.00,75.64
45.00,76.86
46.00,78.08
47.00,79.30
48.00,80.52
49.00,81.74
50.00,82.96
51.00,84.18
52.00,85.40
53.00,86.62
54.00,87.84
55.00,89.06
56.00,90.28
57.00,91.50
58.00,92.72
59.00,93.94
60.00,95.16
61.00,96.38
62.00,97.60
63.00,98.82
64.00,100.04
65.00,101.26
66.00,102.48
67.00,103.70
68.00,104.92
69.00,106.14
70.00,107.36
71.00,108.58
72.00,109.80
73.00,111.02
74.00,112.24
75.00,113.46
76.00,114.68
77.00,115.90
78.00,117.12
79.00,118.34
80.00,119.56
81.00,120.78
82.00,122.00
83.00,123.22
84.00,124.44
85.00,125.66
86.00,126.88
87.00,128.10
88.00,129.32
89.00,130.54
90.00,131.76
91.00,132.98
92.00,134.20
93.00,135.42
94.00,136.64
95.00,137.86
96.00,139.08
97.00,140.30
98.00,141.52
99.00,142.74
